"index","type_of_reference","title","id","pub_title","start_page","end_page","pub_year","keywords","place_published","unknown_tag","authors","volume","url","number","issn","publisher"
"1895","JOUR","Effect of netting direction and number of meshes around on size selection in the codend for Baltic cod (Gadus morhua)","8468","Fisheries Research","80","88","2011","['Size selection, Diamond mesh codend, SELNET, Baltic Sea, Cod, Demersal trawls, Number of meshes in codend circumference, T90, Turned mesh codend']","","defaultdict(<class 'list'>, {'U1': ['8468']})","Wienbeck, H.; Herrmann, B.; Moderhak, W.; Stepputtis, D.","109","http://www.sciencedirect.com/science/article/pii/S0165783611000385","1","0165-7836",""
"1896","JOUR","Effectiveness of bycatch reduction devices (BRDs) in the ocean shrimp (Pandalus jordani) trawl fishery","8574","Fisheries Research","217","225","2007","['Groundfish, Bycatch, Shrimp trawl, Bycatch reduction devices, Nordmøre grate, Ocean shrimp']","","defaultdict(<class 'list'>, {'U1': ['8574']})","Hannah, R.W.; Jones, S.A.","85","http://www.sciencedirect.com/science/article/pii/S0165783607000537","1","0165-7836",""
"1897","JOUR","Effectiveness of bycatch-reduction devices in roller-frame trawls used in the Florida shrimp fishery","8586","Fisheries Research","248","257","2011","['Bycatch, Trawl, Shrimp, Bycatch-reduction device, Florida, Roller frame']","","defaultdict(<class 'list'>, {'U1': ['8586']})","Crawford, C.R.; Steele, P.; McMillen-Jackson, A.L.; Bert, T.M.","108","http://www.sciencedirect.com/science/article/pii/S0165783610003164","2","0165-7836",""
"1898","JOUR","Effectiveness of an antihelminthic treatment in improving the body condition and survival of Hawaiian monk seals","8682","Endangered Species Research","29","37","2011","","","defaultdict(<class 'list'>, {'U1': ['8682']})","Gobush, K.S.; Baker, J.D.; Gulland, F.M.D.","15","https://www.int-res.com/articles/esr2011/15/n015p029.pdf","","",""
"1899","JOUR","Effect of pingers on harbour porpoise (Phocoena phocoena) bycatch in the US Northeast gillnet fishery","8729","Journal of Cetacean Research and Management","217","226","2008","","","defaultdict(<class 'list'>, {'U1': ['8729']})","Palka, D.L.; Rossman, M.C.; Vanatten, A.; Orphanides, C.D.","10","https://archive.iwc.int/pages/terms.php?ref=268&k=&search=%21collection15+&url=%2Fpages%2Fdownload_progress.php%3Fref%3D268%26ext%3Dpdf%26k%3D%26alternative%3D1460%26search%3D%2521collection15%2B%26offset%3D0%26archive%3D%26sort%3DDESC%26order_by%3Dtitle","","",""
"1900","JOUR","Effects of a mouse, Mus musculus, eradication programme and habitat change on lizard populations of Mana Island, New Zealand, with special reference to McGregor's skink, Cyclodina macgregori","102","New Zealand Journal of Zoology","443","456","1994","['house mouse, Mus musculus, takahe, Porphyrio mantelli,  McGregor’s skink, Cyclodina macgregori, gold-striped gecko, Hoplodactylus chrysosireticus, giant weta, Deinacrida rugosa, flax weevil, Anagotus fairburni, Orthoptera, poison baiting, invasive mammals, oceanic islands']","","defaultdict(<class 'list'>, {'U1': ['102']})","Newman, D.","21","","","",""
"1901","JOUR","Effectiveness of the Swiss agri-environment scheme in promoting diversity","172","Journal of Applied Ecology","120","127","2006","['Insecta, insect, Apoidea, pollinator, vascular plant, grasshopper, orthoptera, bee, Apidae, Hymenoptera, Araneae, spider, agri-environment scheme, AES, hay meadow management']","","defaultdict(<class 'list'>, {'U1': ['172']})","Knop, E.; Kliejn, D.; Herzog, F.; Schmid, B.","43","","","",""
"1902","JOUR","Effectiveness of different conservation measures for loggerhead sea turtle (Caretta caretta) nests at Zakynthos Island, Greece","218","Biological Conservation","324","330","2006","['Archelon, Greek Society for the Protection of Sea Turtles, loggerhead, Caretta, islands, marine turtles, hatchery, hatching success, nest protection, nest cage']","","defaultdict(<class 'list'>, {'U1': ['218']})","Kornaraki, E.; Matossian, D.A.; Mazaris, A.D.; Matsinos, Y.G.; Margaritoulis, D.","130","","","",""
"1903","JOUR","Effectiveness of predator exclosures for pectoral sandpiper nests in Alaska","321","Journal of Field Ornithology","447","452","1996","['pectoral sandpiper, Calidris melanotos, nest predators, nest cage, arctic fox, Alopex lagopus, shorebirds, Charadriformes, aves, bird, callidridae, shorebird, wader, nest exclosure, nest predation']","","defaultdict(<class 'list'>, {'U1': ['321']})","Estelle, V.B.; Mabee, T.J.; Farmer, A.H.","67","","","",""
"1904","JOUR","Effectiveness of habitat manipulation for wild salmonids in Wyoming streams","334","North American Journal of Fisheries Management","911","921","2004","['Oncorhynchus, Salmo, Salvelinus, trout, salmon, in-stream, Wyoming Game and Fish Department, salmonids, habitat manipulation, streams, freshwater fish']","","defaultdict(<class 'list'>, {'U1': ['334']})","Binns, N.A.","24","","","",""
"1905","JOUR","Effectiveness of the control of ragwort (Senecio) species: “Are currently recommended herbicides effective for control of ragwort (Senecio) species?” Systematic Review No. 5a","342","Centre for Evidence-Based Conservation","","","2004","['common ragwort, Senecio jacobaea, marsh ragwort, Senecio aquaticus, Oxford ragwort, Senicio squalidus, hoary ragwort, Senicio erucifolius, grazing, invasive plants, weed control, systematic review, herbicide']","","defaultdict(<class 'list'>, {'U1': ['342']})","Roberts, P.D.; Pullin, A.S.","","","","",""
"1906","JOUR","Effectiveness of current methods for the control of bracken (Pteridium aquilinum). Systematic Review No. 3","349","Centre for Evidence-Based Conservation","","","2005","['Bracken, Pteridium aquilinum, asulam, herbicide, rolling, hand-pulling, livestock grazing, burning, systematic review, bracken control, invasive plants']","","defaultdict(<class 'list'>, {'U1': ['349']})","Stewart, G.B.; Tyler, C.; Pullin, A.S.","","","","",""
"1907","RPRT","Effectiveness of the control of ragwort (Senecio) species: “Can biological control by the use of natural enemies effectively control Senecio jacobaea (common ragwort)?”","353","Centre for Evidence-Based Conservation","","","2005","['ragwort, Senecio jacobaea, cinnabar moth, Lepidoptera, Tyria jacobaeae, ragwort flea-beetle, insecta, insect, coleoptera, Longitarsus jacobaeae, groundsel, Senecio vulgaris, weed control, weeds, invasive plants, systematic review']","","defaultdict(<class 'list'>, {'U1': ['353']})","Roberts, P.D.; Pullin, A.S.","","http://www.environmentalevidence.org/wp-content/uploads/2014/07/SR5b.pdf","","","CEE review 04-004 (SR5b)"
"1908","JOUR","Effects of artificial liming on land snail populations","621","Journal of Applied Ecology","50","54","1992","['slug, snail, mollusca, gastropoda, acid rain, acidification, Arion silvaticus, Arion subfuscus, Arion ater, Limax tenellus, Limax marginatus, Punctum pygmaeum, Euconulus fulvus, Nesovitrea hammonis, Vertigo substriata, Columella aspersa, Acanthinula aculeata, Discus rotundus, Clausilia bidentata, Oxychilus alliarius, Vitrina pellucida, pH, calcium, nitrogen, base saturation, liming, snail conservation']","","defaultdict(<class 'list'>, {'U1': ['621']})","Gardenfors, U.","29","","","",""
"1909","JOUR","Effects of adult and larval Cyrtobagous salviniae on the floating weed Salvinia molesta","685","Journal of Applied Ecology","935","944","1987","['Salvinia molesta, Salviniaceae, weevil, Cyrtobagous salviniae, Coleoptera, Curculionidae, floating fern, Salvinia molesta, Salviniaceae,']","","defaultdict(<class 'list'>, {'U1': ['685']})","Julien, M.H.; Bourne, A.S.; Chan, R.R.","24","","","",""
"1910","JOUR","Effects of a biological control introduction on three nontarget native species of Saturniid moths","824","Conservation Biology","1798","1806","2000","['parasitoid, parasatism, fly, Compsilura concinnata, Diptera, Tachinidae, insecta, biocontrol, black cherry, Prunus serotina, Sassafras albidum, red oak, Quercus rubra, Lepidoptera, Saturniidae, Hyalophora cecropia, Callosamia promethea, moth, population declines, Hemileuca maia']","","defaultdict(<class 'list'>, {'U1': ['824']})","Boettner, G.H.; Elkinton, J.S.; Boettner, C.J.","14","","","",""
"1911","JOUR","Effects of a biological control introduction on three nontarget native species of Saturniid moths","825","Conservation Biology","1798","1806","2000","['parasitoid, parasatism, fly, Compsilura concinnata, Diptera, Tachinidae, insecta, biocontrol, Lepidoptera, Saturniidae, Hyalophora cecropia, Callosamia promethea, population declines, silk moth, Hemileuca maia, bear oak, Quercus ilicifolia']","","defaultdict(<class 'list'>, {'U1': ['825']})","Boettner, G.H.; Elkinton, J.S.; Boettner, C.J.","14","","","",""
"1912","JOUR","Effects of biological soil crusts on seed germination of four endangered herbs in a xeric Florida shrubland during drought","992","Plant Ecology","121","134","2004","['Cryptogamic, Disturbance, Microbiotic, Precipitation, Rosemary scrub, wedgeleaf eryngo, Eryngium cuneifolium, highlands scrub, St. Johnswort, Hypericum cumulicola, Florida jointweed, Polygonella basiramia, paper nailwort, Paronychia chartacea, soil crusts, germination, burning, xeric shrubland management']","","defaultdict(<class 'list'>, {'U1': ['992']})","Hawkes, C.V.","170","","","",""
"1913","JOUR","Effectiveness of five small Philippines' coral reef reserves for fish populations depends on site-specific factors, particularly enforcement history","1068","Biological Conservation","584","601","2007","['Marine protected areas, MPA, Enforcement, Predators, Butterflyfish, Community response, Response, marine fish, coral reef, reef fisheries, islands']","","defaultdict(<class 'list'>, {'U1': ['1068']})","Samoilys, M.A.; Giles, B.G.; Cabrera, B.; Anticamara, J.A.; Brunio, E.O.; Vincent, A.C.J.","136","","","",""
"1914","JOUR","Effectiveness of population recovery projects based on captive breeding","1093","Biological Conservation","1","7","2007","['Pieniny appollo, Parnassius apollo frankenbergeri, butterfly, Lepidoptera, Population recovery, Metapopulation, Captive breeding, reproduction rate, insecta, introduction, captive bred release']","","defaultdict(<class 'list'>, {'U1': ['1093']})","Adamski, P.; Witkowski, Z.J.","140","","","",""
"1915","JOUR","Effectiveness of turf stripping as a measure for restoring species-rich fen meadows in suboptimal hydrological conditions","1095","Restoration Ecology","627","637","2007","['acidification, alkalinity, fen meadow, run-off, soil water, turf stripping, water chemistry, turf-stripping']","","defaultdict(<class 'list'>, {'U1': ['1095']})","Van der Hoek, D.; Heijmans, M.","15","http://dx.doi.org/10.1111/j.1526-100X.2007.00275.x","","",""
"1916","JOUR","Effects of a trawling moratorium on the breeding success of the yellow-legged gull Larus cachinnans","1337","Ibis","547","549","1995","['Aves, bird, breeding success, chick diet, fishing discards, fishing moratorium, fledging success, Laridae, Larus cachinnans, Larus michahellis, reproductive success, seabirds, trawling, trawl-fishing, yellow-legged gull']","","defaultdict(<class 'list'>, {'U1': ['1337']})","Oro, D.; Bosch, M.; Ruiz, X.","137","","","",""
"1917","JOUR","Effectiveness of new agri-environment schemes in providing foraging resources for bumblebees in intensively farmed landscapes","1624","Biological Conservation","192","206","2006","['Insecta, Hymenoptera, Apoidea, Apiformes, bee, pollinator, bumblebee, bumble bee, Bombus, agri-environment schemes, AES, Countryside Stewardship, Entry Level Stewardship, field margin, grassy margin, pollen and nectar mix, wildflower seed mix, birdâ€™s-foot trefoil, Lotus corniculatus, black knapweed, Centaurea nigra, alsike clover, Trifolium hybridum, red clover, Trifolium  pratense, black medick, Medicago lupulina, brown-banded carder bee, Bombus humilis, large garden bumblebee, Bombus ruderatus, shrill carder bee, Bombus sylvarum, moss carder bee, Bombus muscorum']","","defaultdict(<class 'list'>, {'U1': ['1624']})","Pywell, R.F.; Warman, E.A.; Hulmes, L.; Hulmes, S.; Nuttall, P.; Sparks, T.H.; Critchley, C.N.R.; Sherwood, A.","129","","","",""
"1918","JOUR","Effectiveness of nest treatments on tick infestations in the eastern brown pelican","1652","The Wilson Bulletin","73","78","2002","['Aves, bird, breeding success, brown pelican, chick survival, ectoparasites, hatching success, insecticide, nest abandonment, nesting success, Ornithodoros capensis, parasite control, Pelecanidae, Pelecanus occidentalis, Permectrin, pesticide treatment, Rabon, reproductive success, seabirds, tick infestation']","","defaultdict(<class 'list'>, {'U1': ['1652']})","Norcross, N.L.; Bolen, E.G.","114","","","",""
"1919","JOUR","Effects of bison grazing, fire, and topography on floristic diversity in tallgrass prairie","1793","Journal of Range Management","413","420","1996","['Plant communities, species diversity, grassland management, bison, mammal, mammalia, tallgrass prairie, prescribed burning, fire, big bluestem, Andropogon gerardii, indiangrass, Sorghastrrum nutuns, little bluestem, Schizachyrium scoparium, switchgrass, Panicum virgatum, Poa pratensis, Agropyron smithii, sedge, Carex, snow flurry, Aster ericoides, yellow woodsorell, Oxalis stricta, Missouri goldenrod, Solidago missouriensis']","","defaultdict(<class 'list'>, {'U1': ['1793']})","Hartnett, D.C.; Hickman, K.R.; Fischer Walter, L.E.","49","","","",""
"1920","JOUR","Effectiveness of predator removal for enhancing bird populations","2080","Conservation Biology","820","829","2010","['systematic review, bird, Aves, nest predation, predator control, culling, removal, translocation, population size, breeding success, nest cage, nest-cage, fencing, nest exclosure']","","defaultdict(<class 'list'>, {'U1': ['2080']})","Smith, R.K.; Pullin, A.S.; Stewart, G.B.; Sutherland, W.J.","24","","","",""
"1921","JOUR","Effects of adding barley straw to a saline lagoon on benthic invertebrate food supply for birds at Minsmere RSPB Reserve, Suffolk, England","2160","Conservation Evidence","64","65","2005","['ragworm,    Hediste diversicolor,    avocet,    Recurvirostra avosetta,    straw addition,    organic matter,    bird,    aves,    wader,    shorebird,    Charadriiformes,    Recurvirostridae,    saline lagoon,    wader scrape,    food availability']","","defaultdict(<class 'list'>, {'U1': ['2160']})","Ausden, M.; Hawkins, I.","2","","","",""
"1922","JOUR","Effectiveness of head-starting to bolster Philippine crocodile Crocodylus mindorensis populations in San Mariano municipality, Luzon, Philippines","2307","Conservation Evidence","111","116","2009","['Philippine crocodile, Crocodylus mindorensis, reptile, reptilia, head-starting, community program, public education, captive-reared releases, nest protection, captive rearing']","","defaultdict(<class 'list'>, {'U1': ['2307']})","van de Ven, W.A.C.; Guerrero, J.P.; Rodriguez, D.G.; Telan, S.P.; Balbas, M.G.; Tarun, B.A.; van Weerd, M.; van der Ploeg, J.; Wijtten, Z.; Lindeyer, F.E.; de Iongh, H.H.","6","","","",""
